"GeolCode";"GeolCodeInt";"DE";"FR"
"Vlit500118";15200107;"Letzi-Member";"Membre du Letzi"
"Vlit500119";15200108;"Knollen-Bank";"Knollen-Bank (Fm. de Villigen)"
"Vlit500120";15200109;"Küssaburg-Member";"Membre de la Küssaburg"
"Vlit500121";15200110;"Wangen-Member";"Membre de Wangen"
"Vlit500122";15200111;"Hornbuck-Member";"Membre du Hornbuck"
"Vlit500123";15200112;"Crenularis-Member";"Membre à Crenularis"
"Vlit500124";15200113;"Geissberg-Member";"Membre du Geissberg"
"Vlit500125";15200114;"Wildegg-Formation";"Formation de Wildegg"
"Vlit500126";15200115;"Effingen-Member";"Membre d'Effingen"
"Vlit500127";15200116;"Gerstenhübel-Bank";"Banc du Gerstenhübel"
"Vlit500128";15200117;"Birmenstorf-Member";"Membre de Birmenstorf"
"Vlit500129";15200118;"Günsberg-Formation";"Formation de Günsberg"
"Vlit500130";15200119;"Moutier-Korallenkalk";"Calcaire à coraux de Moutier"
"Vlit500131";15200120;"Klingnau-Formation";"Formation de Klingnau"
"Vlit500132";15200121;"Knorri-Ton";"Argile à Knorri"
"Vlit500133";15200122;"Wuerttembergica-Schichten";"Couches à Wuerttembergica"
"Vlit500134";15200123;"Subfurcatum-Bank";"Banc à Subfurcatum"
"Vlit500135";15200124;"Blagdeni-Schichten";"Couches à Blagdeni"
"Vlit500136";15200125;"Keuper";"Groupe du Keuper"
"Vlit500137";15200126;"Klettgau-Formation";"Formation du Klettgau"
"Vlit500138";15200127;"Belchen-Member";"Membre du Belchen"
"Vlit500139";15200128;"Bänkerjoch-Formation";"Formation du Bänkerjoch"
"Vlit500140";15200129;"Muschelkalk";"Groupe du Muschelkalk"
"Vlit500141";15200130;"Schinznach-Formation";"Formation de Schinznach"
"Vlit500142";15200131;"Asp-Member";"Membre d'Asp"
"Vlit500143";15200132;"Stamberg-Member";"Membre du Stamberg"
"Vlit500144";15200133;"Liedertswil-Member";"Membre de Liedertswil"
"Vlit500145";15200134;"Kienberg-Member";"Membre de Kienberg"
"Vlit500146";15200135;"Zeglingen-Formation";"Formation de Zeglingen"
"Vlit500147";15200136;"Obere Sufatzone";"Obere Sufatzone (Fm. de Zeglingen)"
"Vlit500148";15200137;"Salzlager";"Salzlager (Fm. de Zeglingen)"
"Vlit500149";15200138;"Untere Sulfatzone";"Untere Sulfatzone (Fm. de Zeglingen)"
"Vlit500150";15200139;"Kaiseraugst-Formation";"Formation de Kaiseraugst"
"Vlit500151";15200140;"Orbicularis-Mergel";"Marne à Orbicularis"
"Vlit500152";15200141;"Wellenkalk / Wellenmergel";"Wellenkalk / Wellenmergel"
"Vlit500153";15200142;"Wellendolomit";"Wellendolomit"
"Vlit500154";15200143;"Buntsandstein";"Groupe du Buntsandstein"
"Vlit500155";15200144;"Dinkelberg-Formation";"Formation du Dinkelberg"
"Vlit500156";15200145;"Rhötton";"Rhötton"
"Vlit500157";15200146;"Plattensandstein";"Plattensandstein (Fm. du Dinkelberg)"
"Vlit500158";15200147;"Karneol-Horizont";"Karneol-Horizont (Fm. du Dinkelberg)"
"Vlit500159";15200148;"Narlay-Formation";"Formation de Narlay"
"Vlit500160";15200149;"Perte-du-Rhône-Formation";"Formation de la Perte-du-Rhône"
"Vlit500161";15200150;"Grand-Essert-Formation";"Formation du Grand Essert"
"Vlit500162";15200151;"Pierre Jaune de Neuchâtel";"Membre de Neuchâtel"
"Vlit500163";15200152;"Hauterive-Mergel";"Membre d'Hauterive"
"Vlit500168";15200153;"Vuache-Formation";"Formation du Vuache"
"Vlit500175";15200154;"Alectryonia-Kalk";"Calcaire à Alectyonia rectangularis"
"Vlit500176";15200155;"Arzier-Mergel";"Marne d'Arzier"
"Vlit500177";15200156;"Goldberg-Formation";"Formation du Goldberg"
"Vlit500178";15200157;"Wiesental-Formation";"Formation du Wiesental"
"Vlit500179";15200158;"Weitenau-Formation";"Formation de Weitenau"
"Vlit500180";15200159;"Weiach-Formation";"Formation de Weiach"
"Vlit500181";15200160;"Günsberg-, Vellerat-, Villigen-, Balsthal- und Courgenay-Formation, undifferenziert";"Formations de Günsberg, Vellerat, Villigen, Balsthal et Courgenay, indifférenciées"
"Vlit500182";15200161;"Kreide des Juragebirges";"Crétacé du Jura"
"Vlit500183";15200162;"Jura des Juragebirges";"Jurassique du Jura"
"Vlit500184";15200163;"Trias des Juragebirges";"Trias du Jura"
"Vlit500185";15200168;"Spätvariszische Sedimente und Vulkanite";"Roches sédimentaires et volcaniques tardivarisques"
"Vlit500186";15200175;"Bohnerzton";"Argile à pisolites ferrugineuses"
"Vlit500187";15200176;"Boluston";"Argile à bolus"
"Vlit500188";15200177;"Hupper";"Hupper"
"Vlit500189";15200178;"Homomya-Mergel";"Marne à Homomyes"
"Vlit500190";15200179;"Vogesen-Sandstein";"Grès des Vosges"
"Vlit500191";15200180;"Glassand";"Sable siliceux vitrifiable"
"Vlit500192";15200181;"Mussel-Member";"Membre de Mussel"
"Vlit500193";15200182;"Fulie-Member";"Membre de la Fulie"
"Vlit500194";15200183;"Uttins-Mergel";"Marne des Uttins"
"Vlit500195";15200184;"Mergelkalk-Zone";"Zone marno-calcaire (Fm. du Grand Essert)"
"Vlit500196";15200185;"Bryozoen-Mergel";"Marne à Bryozoaires"
"Vlit500197";15200186;"Zuckerkörniger Kalk";"Calcaire saccharoïde"
"Vlit500198";15200187;"Chevenez-Member";"Membre de Chevenez"
"Vlit500199";15200188;"Balsthal-Formation";"Formation de Balsthal"
"Vlit500200";15200189;"Verena-Member";"Membre de Ste-Vérène"
"Vlit500201";15200190;"Holzflue-Member";"Membre de la Holzflue"
"Vlit500202";15200191;"Laufen-Member";"Membre de Laufon"
"Vlit500203";15200192;"Olten-Member";"Membre d'Olten"
"Vlit500204";15200193;"Steinibach-Member";"Membre du Steinibach"
"Vlit500205";15200194;"Grüne Mumienbank";"Grüne Mumienbank"
"Vlit500206";15200195;"Pecten-Bank";"Banc à Pecten (Fm. de Wildegg)"
"Vlit500207";15200196;"Ferrugineus-Oolith";"Oolite à Ferrugineus"
"Vlit500208";15200197;"Wittnau-Korallenkalk";"Calcaire à coraux de Wittnau"
"Vlit500209";15200198;"Furcil-Mergel";"Marne du Furcil"
"Vlit500210";15200199;"Maeandrina-Schichten";"Couches à Maeandrina"
"Vlit500211";15200200;"Gisliflue-Korallenkalk";"Calcaire à coraux de la Gisliflue"
"Vlit500212";15200201;"Untere Acuminata-Schichten";"Couches à Acuminata inférieures"
"Vlit500213";15200202;"Parkinsoni-Schichten";"Couches à Parkinsoni"
"Vlit500214";15200203;"Dewalquei-Kalk";"Couches à Pecten dewalquei"
"Vlit500215";15200204;"Brot-Schichten";"Couches de Brot"
"Vlit500216";15200205;"Comptum-Bank";"Banc à Comptum"
"Vlit500217";15200206;"Seebi-Member";"Membre de Seebi"
"Vlit500218";15200207;"Gruhalde-Member";"Membre de la Gruhalde"
"Vlit500219";15200208;"Berlingen-Member";"Membre de Berlingen"
"Vlit500220";15200209;"Gansingen-Member";"Membre de Gansingen"
"Vlit500221";15200210;"Ergolz-Member";"Membre de l'Ergolz"
"Vlit500222";15200211;"Kaisten-Bank";"Banc de Kaisten"
"Vlit500223";15200212;"Eptingen-Member";"Banc d'Eptingen"
"Vlit500224";15200213;"Dünnlenberg-Bank";"Banc du Dünnlenberg"
"Vlit500225";15200214;"Saalhof-Bank";"Banc de Saalhof"
"Vlit500226";15200215;"Fützen-Bank";"Banc de Fützen"
"Vlit500227";15200216;"Dolomitzone";"Dolomitzone (Fm. de Zeglingen)"
"Vlit500228";15200217;"Oberer Schuttfächer";"Oberer Schuttfächer (Fm. de Weitenau)"
"Vlit500229";15200218;"Playa-Serie";"Playa-Serie (Fm. de Weitenau)"
"Vlit500230";15200219;"Unterer Schuttfächer";"Unterer Schuttfächer (Fm. de Weitenau)"
"Vlit500231";15200220;"Spät- bis postvariszische Intrusiva des Schwarzwaldes";"Roches plutoniques tardi- à postvarisques de la Forêt Noire"
"Vlit500232";15200221;"Permo-Karbon der NW-Schweiz";"Permo-Carbonifère du NW de la Suisse"
"Vlit500233";15200222;"Stockberg-Quarzporphyr";"Quarzporphyre du Stockberg"
"Vlit500234";15200223;"Bärhalde-Granit";"Granite de la Bärhalde"
"Vlit500235";15200224;"Schluchsee-Granit";"Granite du Schluchsee"
"Vlit500236";15200225;"Säckingen-Granit";"Granite de Säckingen"
"Vlit500237";15200226;"Jüngere Flussablagerungen";"Jüngere Flussablagerungen (Fm. de Weiach)"
"Vlit500238";15200227;"Seeablagerungen";"Seeablagerungen (Fm. de Weiach)"
"Vlit500239";15200228;"Ältere Flussablagerungen";"Ältere Flussablagerungen (Fm. de Weiach)"
"Vlit500240";15200229;"Kohle-Serie";"Kohle-Serie (Fm. de Weiach)"
"Vlit500241";15200230;"Frühvariszische Intrusiva des Schwarzwaldes";"Roches plutoniques éo-variques de la Forêt Noire"
"Vlit500242";15200231;"Albtal-Granit";"Granite de l'Albtal"
"Vlit500243";15200232;"Malsburg-Granit";"Granite de Malsburg"
"Vlit500244";15200233;"Blauen-Granit";"Granite du Blauen"
"Vlit500245";15200234;"Klemmbach-Granit";"Granite du Klemmbach"
"Vlit500246";15200235;"Randgranit";"Randgranit"
"Vlit500247";15200236;"Münsterhalden-Granit";"Granite des Münsterhalden"
"Vlit500248";15200237;"Schönau-Herrenschwand-Granit";"Granite de Schönau-Herrenschwand"
"Vlit500249";15200238;"St.-Blasien-Granit";"Granite de St-Blasien"
"Vlit500250";15200239;"Mambach-Granit";"Granite de Mambach"
"Vlit500251";15200240;"Lenzkirch-Steina-Granit";"Granite de Lenzkirch-Steina"
"Vlit500252";15200241;"Hauenstein-Granit";"Granite du Hauenstein"
"Vlit500253";15200242;"Böttstein-Granit";"Granite de Böttstein"
"Vlit500254";15200243;"Prä- und frühvariszische Sedimente und Vulkanite des Schwarzwaldes";"Roches sédimentaires et volcaniques anté- à éo-varisques de la Forêt Noire"
"Vlit500255";15200244;"Schiefer und Grauwacken";"Schistes et grauwackes de la Forêt Noire"
"Vlit500256";15200245;"Prävariszisches polyzyklisches Grundgebirge des Schwarzwaldes";"Socle polycyclique anté-varisque de la Forêt Noire"
"Vlit500257";15200246;"Orthogneise des Schwarzwaldes";"Orthogneiss de la Forêt Noire"
"Vlit500258";15200247;"Todtmoos-Horbach-Gneiskomplex";"Complexe gneissique de Todtmoos-Horbach"
"Vlit500259";15200248;"Murgtal-Gneiskomplex";"Complexe gneissique du Murgtal"
"Vlit500260";15200249;"Laufenburg-Gneiskomplex";"Complexe gneissique de Laufenburg"
"Vlit500261";15200250;"Migmatite des Schwarzwaldes";"Migmatites de la Forêt Noire"
"Vlit500262";15200251;"Wiesen-Wehratal-Komplex";"Complexe du Wiesental-Wehratal"
"Vlit500263";15200252;"Wehratal-Syenit";"Syénite du Wehratal"
"Vlit500264";15200253;"Grüngesteine des Schwarzwaldes";"Roches vertes de la Forêt Noire"
"Vlit500265";15200254;"Molasse";"Molasse"
"Vlit500266";15200255;"Obere Süsswassermolasse (OSM)";"Molasse d'eau douce supérieure (OSM)"
"Vlit500267";15200256;"Tannenberg-Schichten";"Couches de Tannenberg"
"Vlit500268";15200257;"Pfänder-Schichten";"Couches du Pfänder"
"Vlit500269";15200258;"Napf-Formation";"Formation du Napf"
"Vlit500270";15200259;"Blapbach-Kohlflöz";"Niveau charbonneux du Blapbach"
"Vlit500271";15200260;"Eimätteli-Member";"Membre d'Eimätteli"
"Vlit500272";15200261;"Schüpferegg-Nagelfluh";"Poudingue de la Schüpferegg"
"Vlit500273";15200262;"OSM-II";"OSM-II"
"Vlit500274";15200263;"Hegau-Vulkanite";"Roches volcaniques du Hegau"
"Vlit500275";15200264;"Hegau-Basalt";"Basalte du Hegau"
"Vlit500276";15200265;"Hegau-Phonolith";"Phonolite du Hegau"
"Vlit500277";15200266;"Hegau-Deckentuffe";"Tuffite du Hegau"
"Vlit500278";15200267;"Hörnligipfel-Nagelfluh";"Poudingue du Hörnligipfel"
"Vlit500279";15200268;"Höchegg-Brekzie";"Brèche de la Höchegg"
"Vlit500280";15200269;"Hörnligubel-Mergel";"Marne du Hörnligubel"
"Vlit500281";15200270;"Tösswald-Schichten";"Couches du Tösswald"
"Vlit500282";15200271;"Bischofszell-Bentonit";"Bentonite de Bischofszell"
"Vlit500283";15200272;"Öhningen-Zone im Hörnligebiet";"Zone d'Öhningen de la région du Hörnli"
"Vlit500284";15200273;"Krinau-Schichten";"Couches de Krinau"
"Vlit500285";15200274;"Glimmersand-Formation";"Formation du Glimmersand"
"Vlit500286";15200275;"Fellitobel-Süsswasserkalk";"Calcaire d'eau douce du Fellitobel"
"Vlit500287";15200276;"Üetliberg-Schichten";"Couches de l'Üetliberg"
"Vlit500288";15200277;"Üetliberggipfel-Nagelfluh";"Poudingue de l'Üetliberggipfel"
"Vlit500289";15200278;"Üetliberg-Nagelfluh";"Poudingue de l'Üetliberg"
"Vlit500290";15200279;"Falätschen-Mergel";"Marne de la Falätschen"
"Vlit500291";15200280;"Pfannenstiel-Schichten";"Couches du Pfannenstiel"
"Vlit500292";15200281;"Zürich-Schichten";"Couches de Zürich"
"Vlit500293";15200282;"Leimbach-Bentonit";"Bentonite de Leimbach"
"Vlit500294";15200283;"Rütschlibach-Riedhof-Süsswasserkalk";"Calcaire d'eau douce du Rütschlibach-Riedhof"
"Vlit500295";15200284;"Winterthur-Bentonit";"Bentonite de Winterthur"
"Vlit500296";15200285;"Aeugstertal-Bentonit";"Bentonite de l'Aeugstertal"
"Vlit500297";15200286;"Äntlisberg-Doldertobel-Süsswasserkalk";"Calcaire d'eau douce de l'Äntlisberg-Doldertobel"
"Vlit500298";15200287;"Wehrenbach-Höckler-Süsswasserkalk";"Calcaire d'eau douce du Wehrenbach-Höckler"
"Vlit500299";15200288;"Küsnacht-Bentonit";"Bentonite de Küsnacht"
"Vlit500300";15200289;"Urdorf-Bentonit";"Bentonite d'Urdorf"
"Vlit500301";15200290;"Appenzellergranit-Leitniveau";"Niveau repère de l'Appenzellergranit"
"Vlit500302";15200291;"Abtwil-Konglomerat";"Conglomérat d'Abtwil"
"Vlit500303";15200292;"Hüllistein-Konglomerat";"Conglomérat d'Hüllistein"
"Vlit500304";15200293;"Degersheim-Konglomerat";"Conglomérat de Degersheim"
"Vlit500305";15200294;"Meilen-Kalk";"Calcaire de Meilen"
"Vlit500306";15200295;"OSM-I";"OSM-I"
"Vlit500307";15200296;"Lichtensteig-Formation";"Formation de Lichtensteig"
"Vlit500308";15200297;"Hörnli-Formation";"Formation du Hörnli"
"Vlit500309";15200298;"Guggershorn-Formation";"Formation du Guggershorn"
"Vlit500310";15200299;"Horgen-Käpfnach-Süsswasserkalk";"Calcaire d'eau douce de Horgen-Käpfnach"
"Vlit500311";15200300;"OSM-J";"OSM-J"
"Vlit500312";15200301;"Bois-de-Raube-Formation";"Formation du Bois de Raube"
"Vlit500313";15200302;"Juranagelfluh";"Juranagelfluh (OSM-J)"
"Vlit500314";15200303;"Oehningien des Juragebirges";"Oehningien du Jura"
"Vlit500315";15200304;"Combe-Girard-Bentonit";"Bentonite de la Combe Girard"
"Vlit500316";15200305;"Vermes-Süsswasserkalk";"Calcaire d'eau douce de Vermes"
"Vlit500317";15200306;"Le-Locle-Gompholit";"Gompholite du Locle"
"Vlit500318";15200307;"Obere Meeresmolasse (OMM)";"Molasse marine supérieure (OMM)"
"Vlit500319";15200308;"OMM-II";"OMM-II"
"Vlit500320";15200309;"St-Gallen-Formation";"Formation de St-Gall"
"Vlit500321";15200310;"Staffelbach-Grobsandstein";"Grès grossier de Staffelbach"
"Vlit500322";15200311;"OMM-I";"OMM-I"
"Vlit500323";15200312;"Luzern-Formation";"Formation de Lucerne"
"Vlit500324";15200313;"Safenwil-Muschelsandstein";"Grès coquillier de Safenwil"
"Vlit500325";15200314;"Untere Süsswassermolasse (USM)";"Molasse d'eau douce inférieure (USM)"
"Vlit500326";15200315;"Höhronen-Nagelfluh";"Poudingue des Höhronen"
"Vlit500327";15200316;"Kronberg-Nagelfluh";"Poudingue du Kronberg"
"Vlit500328";15200317;"Cornalle-Sandstein";"Grès de la Cornalle"
"Vlit500329";15200318;"Mont-Pèlerin-Nagelfluh";"Poudingue du Mont Pèlerin"
"Vlit500330";15200319;"Speer-Formation";"Formation du Speer"
"Vlit500331";15200320;"Thun-Formation";"Formation de Thoune"
"Vlit500332";15200321;"Gunten-Quarzitnagelfluh";"Poudingue quartzitique de Gunten"
"Vlit500333";15200322;"Rigi-Formation";"Formation du Rigi"
"Vlit500334";15200323;"Rigi-Scheidegg-Nagelfluh";"Poudingue de la Rigi-Scheidegg"
"Vlit500335";15200324;"Bunte Rigi-Nagelfluh";"Bunte Rigi-Nagelfluh"
"Vlit500336";15200325;"Radiolaritreiche Nagelfluh";"Radiolaritreiche Nagelfluh (Fm. du Rigi)"
"Vlit500337";15200326;"USM-III";"USM-III"
"Vlit500338";15200327;"Sommersberg-Nagelfluh";"Poudingue du Sommersberg"
"Vlit500339";15200328;"Brendenbach-Mergel";"Poudingue du Brendenbach"
"Vlit500340";15200329;"USM-II";"USM-II"
"Vlit500341";15200330;"Formation der Granitischen Molasse";"Formation de la Molasse granitique"
"Vlit500342";15200331;"Oberaquitane Mergelzone";"Oberaquitane Mergelzone"
"Vlit500343";15200332;"Molasse Grise de Lausanne";"Molasse Grise de Lausanne"
"Vlit500344";15200333;"Bois-Genoud-Bentonit";"Bentonite de Bois-Genoud"
"Vlit500345";15200334;"Cuarny-Sandstein";"Grès de Cuarny"
"Vlit500346";15200335;"USM-I";"USM-I"
"Vlit500347";15200336;"Grès et Marnes Gris à Gypse";"Grès et Marnes Gris à Gypse"
"Vlit500348";15200337;"Molasse à Charbon";"Molasse à Charbon"
"Vlit500349";15200338;"Molasse Rouge";"Molasse Rouge"
"Vlit500350";15200339;"Heuboden-Äschitannen-Nagelfluh";"Poudingue de Heuboden-Äschitannen"
"Vlit500351";15200340;"Beichlen-Formation";"Formation de la Beichlen"
"Vlit500352";15200341;"USM-J";"USM-J"
"Vlit500353";15200342;"La-Chaux-Süsswasserkalk";"Calcaire d'eau douce de La Chaux"
"Vlit500354";15200343;"Elsässer Molasse s.s.";"Molasse alsacienne s.s."
"Vlit500355";15200344;"Delémont-Süsswasserkalk";"Calcaire d'eau douce de Delémont"
"Vlit500356";15200345;"Matzendorf-Süsswasserkalk";"Calcaire d'eau douce de Matzendorf"
"Vlit500357";15200346;"Oensingen-Süsswasserkalk";"Calcaire d'eau douce d'Oensingen"
"Vlit500358";15200347;"Wynau-Süsswasserkalk";"Calcaire d'eau douce de Wynau"
"Vlit500359";15200348;"Untere Meeresmolasse (UMM)";"Molasse marine inférieure (UMM)"
"Vlit500360";15200349;"UMM-III";"UMM-III"
"Vlit500361";15200350;"Horw-Sandstein";"Grès d'Horw"
"Vlit500362";15200351;"UMM-II";"UMM-II"
"Vlit500363";15200352;"Grisigen-Mergel";"Marne de Grisigen"
"Vlit500364";15200353;"UMM-I";"UMM-I"
"Vlit500365";15200354;"Cucloz-Subformation";"Sous-formation de Cucloz"
"Vlit500367";15200355;"Cucloz-Sandstein";"Grès de Cucloz"
"Vlit500368";15200356;"Marnes gris-souris";"Marnes gris-souris"
"Vlit500369";15200357;"Schistes marno-micacés";"Schistes marno-micacés"
"Vlit500370";15200358;"Hilfern-Formation";"Formation de la Hilfern"
"Vlit500371";15200359;"Rietbad-Subformation";"Sous-formation de Rietbad"
"Vlit500373";15200360;"Jordisboden-Mergel";"Marne du Jordisboden"
"Vlit500378";15200361;"Goldegg-Sandstein";"Grès de la Goldegg"
"Vlit500379";15200362;"UMM-J";"UMM-J"
"Vlit500380";15200363;"Septarienton";"Argile à Septaria (Septarienton)"
"Vlit500382";15200364;"Fischschiefer";"Schistes à Poissons (Fischschiefer)"
"Vlit500383";15200365;"Foraminiferenmergel";"Marnes à Foraminifères (Foraminiferenmergel)"
"Vlit500384";15200366;"Meeressand";"Meeressand"
"Vlit500385";15200368;"Cyathulabank (Laufen-Becken)";"Banc à Cyathula (bassin de Laufon)"
"Vlit500386";15200369;"Cyrenenmergel";"Marne à Cyrènes"
"Vlit500387";15200370;"Porrentruy-Konglomerat";"Conglomérat de Porrentruy"
"Vlit500388";15200371;"Raitsche";"Raitsche"
"Vlit500389";15200373;"Ajoie-Gompholit";"Gompholite d'Ajoie"
"Vlit500390";15200378;"Tüllingen-Süsswasserkalk";"Calcaire d'eau douce de Tüllingen"
"Vlit500391";15200379;"Elsässer-Molasse s.l.";"Molasse alsacienne s.l."
"Vlit500392";15200380;"Oberer Teil des Hauptrogensteins";"Partie supérieure du Hauptrogenstein"
"Vlit500393";15200382;"Unterer Teil des Hauptrogensteins";"Partie inférieure du Hauptrogenstein"
"Vlit500394";15200383;"Calcaire roux marneux";"Calcaire roux marneux"
"Vlit500395";15200384;"Ajoie-Member";"Membre d'Ajoie"
"Vlit500396";15200385;"Bois-de-Raube-Member";"Membre du Bois de Raube"
"Vlit500397";15200386;"Montchaibeux-Member";"Membre du Montchaibeux"
"Vlit500398";15200387;"Daubrée-Konglomerat";"Conglomérat de Daubrée"
"Vlit500399";15200388;"Wanderblock-Bildungen";"Dépôts de blocs pérégrins (Wanderblock-Bildungen)"
"Vlit500400";15200389;"Geröllsande";"Sables à galets (OMM)"
"Vlit500401";15200390;"Polygene Nagelfluh";"Poudingue polygénique (OMM)"
"Vlit500402";15200391;"Muschelsandstein";"Zone du grès coquillier (OMM)"
